,TASA_PISO_TIERRA,TASA_SIN_DRENAJE,TASA_SIN_ELEC,TASA_SIN_BIENES,TASA_1_CUARTO,TASA_LETRINA,HACINAMIENTO,SCORE_REZAGO,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques,VALOR_CATASTRAL_MAX,abandono_alto
2603000012068,0.008646,0.0,0.0,0.0,0.072046,0.0,0.57,0.092956,0.57,369.0,302.0,314.0,449.0,13.09,4.0,4.0,1.0,0.0,0.0,0.0,2971.0,1
2603000012072,0.007059,0.0,0.0,0.0,0.016471,0.0,0.5,0.07479,0.5,491.0,476.0,431.0,517.0,14.88,12.0,14.0,1.0,0.0,0.0,0.0,4873.0,0
2603000012087,0.0,0.0,0.0,0.0,0.066176,0.0,0.6,0.111029,0.6,244.0,197.0,193.0,318.0,12.65,2.0,2.0,1.0,0.0,0.0,0.0,2971.0,1
2603000012091,0.0,0.0,0.0,0.0,0.028169,0.0,0.64,0.133634,0.64,141.0,122.0,112.0,199.0,11.68,12.0,6.0,2.0,0.0,0.0,0.0,3428.0,1
2603000012195,0.016967,0.015907,0.012725,0.014846,0.054083,0.0,0.73,0.140755,0.73,586.0,531.0,362.0,916.0,9.88,0.0,2.0,0.0,0.0,0.0,0.0,1635.0,0
2603000012208,0.0,0.0,0.0,0.0,0.028862,0.0,0.67,0.116477,0.67,423.0,381.0,333.0,592.0,10.93,3.0,1.0,0.0,0.0,0.0,0.0,1831.0,0
2603000012246,0.01248,0.00078,0.0026,0.00286,0.022621,0.00832,1.01,0.15138,1.01,2660.0,2599.0,1831.0,3887.0,10.44,2.0,3.0,0.0,0.0,0.0,0.0,2294.0,0
2603000012250,0.030084,0.009025,0.00722,0.00722,0.072202,0.008424,1.09,0.174882,1.09,949.0,1047.0,671.0,1629.0,9.93,1.0,2.0,0.0,0.0,0.0,0.0,2294.0,0
2603000012265,0.021818,0.0,0.006061,0.006061,0.029091,0.0,0.92,0.140433,0.92,520.0,506.0,323.0,817.0,9.78,2.0,3.0,0.0,0.0,0.0,0.0,1439.0,0
2603000012299,0.01487,0.0,0.0,0.0,0.040892,0.0,0.9,0.23894,0.9,519.0,540.0,384.0,798.0,10.26,0.0,3.0,0.0,0.0,0.0,0.0,1222.0,0
2603000012335,0.0044,0.0,0.0,0.0,0.00495,0.0,0.72,0.14587,0.72,1490.0,1348.0,1054.0,1858.0,11.39,3.0,1.0,0.0,0.0,0.0,0.0,1728.0,0
260300001234A,0.012706,0.003812,0.008895,0.005083,0.017789,0.0,0.84,0.148048,0.84,522.0,514.0,375.0,795.0,10.21,0.0,1.0,0.0,0.0,0.0,0.0,1728.0,0
2603000012354,0.010373,0.0,0.005187,0.0,0.025934,0.0,0.81,0.141916,0.81,668.0,662.0,470.0,968.0,10.42,0.0,3.0,0.0,0.0,0.0,0.0,1581.0,0
2603000012373,0.01986,0.0,0.0,0.005841,0.010514,0.0,0.8,0.167243,0.8,666.0,661.0,519.0,877.0,11.44,0.0,1.0,0.0,0.0,0.0,0.0,1574.0,0
2603000012388,0.005,0.0,0.003333,0.003333,0.025,0.004167,0.92,0.137262,0.92,850.0,849.0,649.0,1209.0,10.86,3.0,2.0,0.0,0.0,0.0,0.0,2191.0,0
2603000012405,0.0,0.0,0.0,0.0,0.00295,0.0,0.71,0.118825,0.71,898.0,872.0,661.0,1054.0,12.19,0.0,2.0,0.0,0.0,0.0,0.0,1574.0,0
2603000012443,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.55,0.11,0.55,1131.0,1111.0,1014.0,1195.0,14.67,0.0,4.0,1.0,0.0,0.0,0.0,4382.0,0
2603000012458,0.0066555,0.0,0.0,0.0,0.00979,0.0,0.57,0.096632,0.57,729.0,727.0,679.0,756.0,14.75,17.0,13.0,1.0,0.0,0.0,0.0,4945.0,0
2603000012462,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.117143,0.82,135.0,116.0,152.0,176.0,11.9,17.0,5.0,0.0,0.0,0.0,0.0,5045.0,1
2603000012477,0.03871,0.019355,0.0,0.0,0.054839,0.017742,0.7,0.166129,0.7,676.0,632.0,549.0,789.0,12.43,0.0,3.0,2.0,0.0,0.0,0.0,8191.0,0
2603000012481,0.031088,0.0,0.0,0.0,0.051813,0.031088,0.91,0.204798,0.91,118.0,150.0,81.0,212.0,9.21,1.0,0.0,1.0,0.0,0.0,0.0,9238.0,0
2603000012509,0.016345,0.0,0.004458,0.0,0.019316,0.0,0.78,0.164024,0.78,507.0,473.0,353.0,692.0,10.72,0.0,1.0,0.0,0.0,0.0,0.0,1293.0,0
2603000012513,0.015267,0.01145,0.01145,0.0,0.038168,0.0,0.73,0.134389,0.73,228.0,213.0,192.0,282.0,12.16,1.0,2.0,0.0,0.0,0.0,0.0,1940.0,0
2603000012528,0.006948,0.0,0.002316,0.0,0.011002,0.0,0.87,0.178053,0.87,1444.0,1372.0,1178.0,1775.0,11.97,0.0,1.0,0.0,0.0,0.0,0.0,1586.0,0
2603000012532,0.02139,0.005348,0.009358,0.004011,0.014706,0.0,0.81,0.144136,0.81,512.0,487.0,337.0,759.0,10.23,0.0,2.0,0.0,0.0,0.0,0.0,1293.0,0
2603000012547,0.008584,0.0,0.0,0.0,0.061516,0.0,0.8,0.17402,0.8,510.0,500.0,414.0,700.0,11.31,3.0,2.0,1.0,0.0,0.0,0.0,1406.0,0
2603000012551,0.009818,0.0,0.004208,0.0,0.033661,0.0,0.71,0.108241,0.71,608.0,584.0,495.0,732.0,12.38,0.0,0.0,0.0,0.0,0.0,0.0,1864.0,0
2603000012566,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0
2603000012570,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.162857,1.14,223.0,218.0,0.0,309.0,5.78,8.0,2.0,0.0,0.0,0.0,0.0,1553.0,0
2603000012585,0.003224,0.0,0.003868,0.0,0.004513,0.0,0.74,0.187901,0.74,1380.0,1335.0,1157.0,1597.0,12.89,5.0,0.0,0.0,0.0,0.0,0.0,2091.0,0
2603000012602,0.0066555,0.0,0.0,0.0,0.135135,0.0,0.8,0.311712,0.8,23.0,17.0,14.0,36.0,11.46,25.0,10.0,0.0,0.0,0.0,0.0,1749.0,0
2603000012617,0.013699,0.004795,0.0,0.0,0.018493,0.00274,0.69,0.145945,0.69,1495.0,1502.0,1302.0,1710.0,13.42,2.0,7.0,0.0,0.0,0.0,0.0,5330.0,0
2603000012621,0.01037,0.0,0.0,0.0,0.002469,0.0,0.64,0.093263,0.64,2215.0,2228.0,2095.0,2341.0,14.64,0.0,1.0,0.0,0.0,0.0,0.0,5085.0,0
2603000012636,0.014141,0.0,0.0,0.0,0.014925,0.0,0.63,0.128828,0.63,512.0,517.0,476.0,561.0,14.12,2.0,4.0,2.0,0.0,0.0,0.0,5134.0,1
2603000012640,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.57,0.114,0.57,904.0,902.0,848.0,934.0,14.59,4.0,6.0,5.0,0.0,0.0,0.0,10655.0,0
2603000012655,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.53,0.106,0.53,590.0,578.0,552.0,614.0,15.25,6.0,6.0,7.0,0.0,0.0,0.0,12148.0,0
2603000012706,0.007586,0.002069,0.004138,0.004828,0.012414,0.0,0.77,0.114434,0.77,1233.0,1113.0,948.0,1592.0,11.31,6.0,2.0,0.0,0.0,0.0,0.0,7325.0,0
2603000012710,0.002244,0.0,0.0,0.0,0.004488,0.0,0.67,0.169183,0.67,2296.0,2251.0,2142.0,2425.0,14.31,13.0,7.0,1.0,0.0,0.0,0.0,7325.0,0
260300001273A,0.037129,0.024752,0.007426,0.017327,0.05198,0.009901,0.88,0.146931,0.88,201.0,216.0,108.0,387.0,9.2,1.0,2.0,0.0,0.0,0.0,0.0,7325.0,0
2603000012744,0.0,0.0,0.0,0.0,0.25,0.0,1.21,0.243333,1.21,5.0,8.0,159.0,9.0,7.06,20.0,7.0,0.0,0.0,0.0,0.0,1049.0,1
2603000012763,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.79,0.158,0.79,1992.0,2002.0,1869.0,2127.0,14.23,4.0,2.0,0.0,0.0,0.0,0.0,2126.0,0
2603000012778,0.025019,0.007582,0.011372,0.010614,0.037908,0.009856,0.85,0.13605,0.85,796.0,816.0,484.0,1285.0,9.84,1.0,2.0,0.0,0.0,0.0,0.0,1079.0,0
260300001280A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,1711.0,0
2603000012852,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,13.0,2.0,2.0,0.0,0.0,0.0,1439.0,0
2603000012886,0.004129,0.0,0.0,0.0,0.009909,0.0,0.69,0.11734,0.69,1024.0,955.0,812.0,1210.0,12.55,4.0,2.0,0.0,0.0,0.0,0.0,1850.0,0
2603000012890,0.004444,0.0,0.0,0.0,0.011111,0.0,0.64,0.163889,0.64,721.0,664.0,567.0,929.0,11.48,1.0,2.0,0.0,0.0,0.0,0.0,2134.0,0
2603000012903,0.004376,0.0,0.003282,0.0,0.022976,0.0,0.72,0.125106,0.72,714.0,684.0,554.0,943.0,11.4,4.0,0.0,0.0,0.0,0.0,0.0,1706.0,0
2603000012918,0.010279,0.0,0.0,0.0,0.023495,0.0,0.72,0.251258,0.72,513.0,486.0,393.0,718.0,10.95,1.0,1.0,0.0,0.0,0.0,0.0,2134.0,0
2603000012922,0.0,0.0,0.0,0.0,0.011494,0.0,0.58,0.084499,0.58,389.0,376.0,312.0,457.0,12.71,0.0,3.0,0.0,0.0,0.0,0.0,2134.0,0
2603000012937,0.0066555,0.0,0.0,0.0,0.021142,0.0,0.47,0.081857,0.47,512.0,524.0,467.0,563.0,14.03,1.0,2.0,2.0,0.0,0.0,0.0,5601.0,0
2603000012941,0.0,0.0,0.0,0.0,0.005917,0.0,0.46,0.06656,0.46,516.0,512.0,466.0,537.0,14.81,18.0,6.0,1.0,0.0,0.0,0.0,5601.0,0
2603000012956,0.0066555,0.0,0.0,0.0,0.010856,0.0,0.55,0.186952,0.55,752.0,691.0,636.0,844.0,13.26,19.0,3.0,0.0,0.0,0.0,0.0,5412.0,0
2603000012960,0.0,0.0,0.0,0.0,0.008929,0.0,0.49,0.071276,0.49,449.0,427.0,391.0,488.0,14.26,0.0,1.0,4.0,0.0,0.0,0.0,5412.0,0
2603000012975,0.0066555,0.0,0.0,0.0,0.006938,0.0,0.57,0.144234,0.57,807.0,678.0,626.0,1029.0,11.87,0.0,1.0,1.0,0.0,0.0,0.0,3352.0,0
260300001298A,0.0,0.0,0.0,0.0,0.031553,0.0,0.48,0.073079,0.48,428.0,420.0,388.0,448.0,15.11,3.0,2.0,1.0,0.0,0.0,0.0,4873.0,0
2603000012994,0.008518,0.0,0.0,0.0,0.020443,0.0,0.63,0.094137,0.63,460.0,422.0,344.0,607.0,11.47,2.0,1.0,0.0,0.0,0.0,0.0,7325.0,0
2603000013009,0.0066555,0.0,0.0,0.0,0.0,0.0,0.48,0.08,0.48,248.0,240.0,210.0,256.0,14.72,1.0,0.0,0.0,0.0,0.0,0.0,7042.0,0
2603000013013,0.0,0.0,0.0,0.0,0.023364,0.0,0.51,0.076195,0.51,241.0,244.0,223.0,248.0,14.43,2.0,0.0,0.0,0.0,0.0,0.0,12105.0,0
2603000013028,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.067143,0.47,119.0,111.0,102.0,122.0,15.08,0.0,2.0,1.0,0.0,0.0,0.0,15139.0,0
2603000013032,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.47,0.094,0.47,237.0,207.0,214.0,254.0,14.53,4.0,21.0,6.0,0.0,0.0,0.0,4873.0,0
2603000013047,0.0066555,0.0,0.0,0.0,0.018987,0.0,0.56,0.144747,0.56,312.0,274.0,260.0,380.0,12.75,7.0,7.0,2.0,0.0,0.0,0.0,7325.0,0
2603000013051,0.0066555,0.0,0.0,0.0,0.011841,0.0,0.65,0.110307,0.65,772.0,652.0,603.0,960.0,12.34,27.0,9.0,4.0,0.0,0.0,0.0,13593.0,0
2603000013066,0.0066555,0.0,0.00531,0.00531,0.031858,0.0,0.65,0.138496,0.65,449.0,411.0,345.0,572.0,11.81,5.0,3.0,0.0,0.0,0.0,0.0,7325.0,0
2603000013070,0.0066555,0.0,0.0,0.004451,0.008902,0.0,0.65,0.132671,0.65,505.0,505.0,399.0,684.0,11.45,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,0
2603000013085,0.006631,0.0,0.0,0.0,0.019894,0.0,0.73,0.126087,0.73,498.0,517.0,364.0,753.0,10.49,3.0,1.0,0.0,0.0,0.0,0.0,1831.0,0
2603000013225,0.024316,0.016717,0.004559,0.004559,0.027356,0.009119,0.88,0.138089,0.88,437.0,440.0,326.0,644.0,10.53,3.0,1.0,0.0,0.0,0.0,0.0,4088.0,0
260300001323A,0.025714,0.0,0.0,0.008571,0.038571,0.0,0.99,0.212571,0.99,457.0,407.0,299.0,715.0,9.78,0.0,2.0,0.0,0.0,0.0,0.0,1052.0,0
2603000013244,0.020717,0.0,0.003187,0.003187,0.027888,0.0,0.88,0.186996,0.88,920.0,916.0,711.0,1276.0,11.03,0.0,3.0,1.0,0.0,0.0,0.0,1308.0,0
2603000013259,0.027885,0.002885,0.003846,0.003846,0.069231,0.015385,1.05,0.167583,1.05,648.0,578.0,455.0,1012.0,10.08,0.0,2.0,0.0,0.0,0.0,0.0,1367.0,0
2603000013263,0.010547,0.002876,0.003835,0.003835,0.033557,0.0,0.85,0.150775,0.85,741.0,744.0,542.0,1072.0,10.2,3.0,0.0,0.0,0.0,0.0,0.0,1366.0,0
2603000013278,0.005968,0.0,0.0,0.0,0.021313,0.0,0.77,0.159456,0.77,1003.0,940.0,805.0,1249.0,12.11,1.0,2.0,0.0,0.0,0.0,0.0,3632.0,0
2603000013282,0.025743,0.0,0.0,0.005941,0.019802,0.007921,0.78,0.139901,0.78,317.0,282.0,182.0,501.0,9.99,1.0,4.0,1.0,0.0,0.0,0.0,7042.0,0
2603000013297,0.039157,0.013554,0.005271,0.006024,0.09488,0.010542,1.11,0.182775,1.11,689.0,683.0,441.0,1303.0,8.99,0.0,6.0,0.0,0.0,0.0,0.0,1404.0,0
260300001330A,0.039848,0.0,0.005693,0.011385,0.060721,0.01518,0.86,0.165471,0.86,394.0,335.0,265.0,641.0,9.46,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0
2603000013314,0.036474,0.010638,0.007599,0.015198,0.050152,0.021277,0.96,0.157334,0.96,340.0,329.0,215.0,714.0,8.69,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,0
2603000013329,0.050302,0.040241,0.016097,0.018109,0.056338,0.012072,0.97,0.166166,0.97,223.0,245.0,149.0,469.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,0
2603000013333,0.0066555,0.0,0.0,0.0,0.005841,0.0,0.53,0.089307,0.53,913.0,842.0,810.0,973.0,14.48,0.0,3.0,2.0,0.0,0.0,0.0,3068.0,0
2603000013348,0.004391,0.0,0.0,0.0,0.005488,0.0,0.56,0.081411,0.56,928.0,883.0,802.0,998.0,14.47,6.0,2.0,2.0,0.0,0.0,0.0,5412.0,0
2603000013352,0.0,0.0,0.0,0.0,0.09375,0.0,0.59,0.097679,0.59,40.0,28.0,25.0,44.0,12.92,16.0,9.0,1.0,0.0,0.0,0.0,4873.0,1
2603000013367,0.0,0.0,0.0,0.0,0.024291,0.0,0.54,0.141073,0.54,267.0,261.0,233.0,313.0,13.84,5.0,8.0,3.0,0.0,0.0,0.0,2948.0,1
2603000013371,0.04329,0.006494,0.028139,0.017316,0.032468,0.008658,0.78,0.130909,0.78,346.0,273.0,248.0,570.0,9.97,8.0,13.0,2.0,0.0,0.0,0.0,7325.0,0
2603000013386,0.017341,0.0,0.0,0.0,0.019268,0.0,0.66,0.139322,0.66,451.0,437.0,372.0,581.0,12.33,0.0,3.0,0.0,0.0,0.0,0.0,7325.0,0
2603000013390,0.006548,0.0,0.0,0.0,0.028999,0.0,0.9,0.311849,0.9,806.0,773.0,528.0,1084.0,10.88,0.0,1.0,0.0,0.0,0.0,0.0,4115.0,0
2603000013418,0.0066555,0.0,0.0,0.0,0.007947,0.0,0.62,0.209316,0.62,646.0,594.0,529.0,763.0,12.55,0.0,2.0,0.0,0.0,0.0,0.0,1919.0,0
2603000013422,0.0066555,0.0,0.0,0.0,0.028812,0.0,0.75,0.194703,0.75,584.0,558.0,390.0,822.0,10.26,3.0,3.0,0.0,0.0,0.0,0.0,1134.0,0
2603000013437,0.004975,0.0,0.0,0.003731,0.014925,0.0,0.75,0.154726,0.75,541.0,521.0,375.0,797.0,9.91,3.0,2.0,0.0,0.0,0.0,0.0,924.0,0
2603000013441,0.0066555,0.0,0.0,0.0,0.024345,0.0,0.74,0.152869,0.74,380.0,359.0,287.0,528.0,10.27,5.0,2.0,0.0,0.0,0.0,0.0,1346.0,0
2603000013456,0.024671,0.011513,0.0,0.0,0.036184,0.014803,0.8,0.177434,0.8,372.0,393.0,275.0,601.0,9.81,0.0,1.0,0.0,0.0,0.0,0.0,992.0,0
2603000013460,0.0,0.0,0.003597,0.003597,0.014925,0.0,0.7,0.141439,0.7,889.0,812.0,596.0,1111.0,11.35,0.0,2.0,0.0,0.0,0.0,0.0,1243.0,0
260300001483A,0.0066555,0.0,0.00625,0.002679,0.003571,0.0,0.78,0.198125,0.78,784.0,630.0,548.0,1149.0,10.47,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0
2603000014844,0.024957,0.0,0.003442,0.003442,0.039587,0.0,0.99,0.212286,0.99,781.0,736.0,510.0,1161.0,9.92,0.0,2.0,0.0,0.0,0.0,0.0,4088.0,0
2603000014859,0.0066555,0.0,0.0,0.0,0.005291,0.0,0.54,0.090882,0.54,679.0,670.0,654.0,687.0,14.98,4.0,3.0,0.0,0.0,0.0,0.0,6698.0,0
2603000014863,0.017536,0.007014,0.001754,0.003946,0.028058,0.011837,0.74,0.115735,0.74,1973.0,1968.0,1745.0,2396.0,13.07,6.0,9.0,0.0,0.0,0.0,0.0,3859.0,0
2603000014878,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.09,0.63,59.0,56.0,50.0,59.0,14.42,0.0,0.0,0.0,0.0,0.0,0.0,5739.0,1
260300001490A,0.043891,0.011862,0.003559,0.00949,0.083037,0.007117,1.13,0.184137,1.13,585.0,493.0,308.0,811.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,1401.0,0
2603000014914,0.033505,0.0,0.0,0.0,0.048969,0.0,1.15,0.410825,1.15,275.0,229.0,170.0,383.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,0
2603000014929,0.013267,0.0,0.0,0.0,0.006633,0.0,0.89,0.18198,0.89,480.0,440.0,369.0,621.0,11.54,3.0,1.0,0.0,0.0,0.0,0.0,1560.0,0
2603000014933,0.011532,0.0,0.0,0.0,0.016474,0.0,0.63,0.109668,0.63,669.0,662.0,636.0,702.0,14.28,1.0,3.0,0.0,0.0,0.0,0.0,8611.0,0
2603000014948,0.00411,0.0,0.0,0.0,0.014925,0.0,0.73,0.122352,0.73,651.0,597.0,532.0,761.0,12.15,0.0,4.0,0.0,0.0,0.0,0.0,1243.0,0
2603000014952,0.006803,0.0,0.0,0.0,0.014925,0.0,0.87,0.219201,0.87,469.0,444.0,365.0,620.0,11.34,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0
2603000014967,0.0,0.0,0.003475,0.0,0.014925,0.0,0.73,0.146695,0.73,838.0,529.0,390.0,1137.0,10.35,4.0,2.0,0.0,0.0,0.0,0.0,1243.0,0
2603000014971,0.009539,0.0,0.0,0.0,0.014925,0.0,0.73,0.147908,0.73,497.0,305.0,277.0,616.0,10.28,1.0,1.0,0.0,0.0,0.0,0.0,1243.0,0
2603000014986,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.77,0.256667,0.77,502.0,470.0,407.0,569.0,12.62,1.0,0.0,0.0,0.0,0.0,0.0,1673.0,0
2603000014990,0.0066555,0.0,0.0,0.0,0.003448,0.0,0.81,0.135575,0.81,741.0,711.0,613.0,891.0,12.25,0.0,1.0,0.0,0.0,0.0,0.0,1458.0,0
2603000015005,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0
2603000015039,0.010055,0.002742,0.003656,0.006399,0.045704,0.0,0.83,0.128365,0.83,821.0,832.0,666.0,1124.0,11.57,0.0,1.0,0.0,0.0,0.0,0.0,5060.0,0
2603000015043,0.0,0.0,0.0,0.0,0.014925,0.0,0.56,0.093333,0.56,819.0,795.0,754.0,860.0,14.67,3.0,3.0,0.0,0.0,0.0,0.0,5178.0,0
2603000015058,0.02099,0.0,0.004498,0.0,0.016492,0.0,0.95,0.247995,0.95,495.0,484.0,376.0,680.0,10.82,5.0,0.0,0.0,0.0,0.0,0.0,3859.0,0
2603000015062,0.025682,0.0,0.011236,0.0,0.041734,0.0,0.92,0.166442,0.92,455.0,467.0,336.0,671.0,10.24,0.0,1.0,0.0,0.0,0.0,0.0,1222.0,0
2603000015077,0.0066555,0.0,0.0,0.0,0.014815,0.0,0.62,0.126963,0.62,331.0,297.0,261.0,423.0,11.13,1.0,2.0,0.0,0.0,0.0,0.0,2262.0,0
2603000015081,0.0,0.0,0.0,0.0,0.028409,0.0,0.62,0.09263,0.62,286.0,268.0,232.0,392.0,11.03,0.0,3.0,0.0,0.0,0.0,0.0,2262.0,0
2603000015096,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.64,0.213333,0.64,459.0,446.0,354.0,633.0,11.61,0.0,0.0,0.0,0.0,0.0,0.0,2134.0,0
2603000015109,0.010526,0.0,0.0,0.0,0.008421,0.0,0.58,0.085564,0.58,397.0,366.0,298.0,517.0,11.91,0.0,5.0,0.0,0.0,0.0,0.0,1967.0,0
2603000015113,0.0,0.0,0.0,0.0,0.028967,0.0,0.6,0.089852,0.6,793.0,715.0,714.0,837.0,13.84,1.0,2.0,0.0,0.0,0.0,0.0,3632.0,0
2603000015128,0.0,0.0,0.0,0.0,0.008111,0.0,0.55,0.093018,0.55,855.0,849.0,761.0,971.0,13.95,0.0,2.0,0.0,0.0,0.0,0.0,2463.0,0
2603000015132,0.017857,0.005252,0.007353,0.007353,0.014706,0.0,0.91,0.16042,0.91,569.0,562.0,282.0,932.0,9.41,0.0,3.0,0.0,0.0,0.0,0.0,924.0,0
2603000015151,0.009524,0.0,0.0,0.0,0.010884,0.0,0.77,0.158082,0.77,571.0,533.0,430.0,739.0,11.41,1.0,3.0,0.0,0.0,0.0,0.0,1372.0,0
2603000015166,0.01129,0.0,0.0,0.0,0.032258,0.0,0.8,0.140591,0.8,425.0,424.0,306.0,603.0,10.68,5.0,1.0,0.0,0.0,0.0,0.0,1372.0,0
2603000015170,0.0,0.0,0.0,0.0,0.006494,0.0,0.67,0.112749,0.67,505.0,499.0,417.0,616.0,12.82,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,0
2603000015185,0.0,0.0,0.0,0.0,0.045045,0.0,0.7,0.248348,0.7,414.0,392.0,301.0,546.0,11.48,0.0,1.0,0.0,0.0,0.0,0.0,1488.0,0
260300001519A,0.023723,0.0,0.0,0.005474,0.014925,0.0,0.76,0.157839,0.76,375.0,308.0,239.0,605.0,9.51,0.0,1.0,0.0,0.0,0.0,0.0,7325.0,0
2603000015202,0.017143,0.0,0.0,0.008571,0.017143,0.0,0.79,0.13881,0.79,266.0,269.0,218.0,412.0,10.2,1.0,1.0,0.0,0.0,0.0,0.0,7325.0,0
2603000015217,0.037707,0.010558,0.012066,0.0181,0.058824,0.015083,0.89,0.148905,0.89,445.0,352.0,291.0,837.0,8.97,4.0,1.0,0.0,0.0,0.0,0.0,2136.0,0
2603000015221,0.027422,0.014625,0.016453,0.010969,0.047532,0.023766,0.99,0.161538,0.99,288.0,356.0,186.0,531.0,9.7,0.0,1.0,0.0,0.0,0.0,0.0,1025.0,0
2603000015236,0.022047,0.009449,0.007874,0.006299,0.034646,0.007874,1.04,0.16117,1.04,343.0,376.0,214.0,623.0,9.28,3.0,1.0,0.0,0.0,0.0,0.0,1025.0,0
2603000015240,0.055556,0.0,0.0,0.0,0.104167,0.0,0.68,0.279908,0.68,183.0,124.0,137.0,254.0,11.65,8.0,12.0,0.0,0.0,0.0,0.0,4873.0,1
2603000015255,0.0066555,0.0,0.0,0.0,0.07483,0.0,0.66,0.146966,0.66,165.0,120.0,134.0,192.0,12.78,11.0,6.0,0.0,0.0,0.0,0.0,2948.0,1
