,TASA_PISO_TIERRA,TASA_SIN_DRENAJE,TASA_SIN_ELEC,TASA_SIN_BIENES,TASA_1_CUARTO,TASA_LETRINA,HACINAMIENTO,SCORE_REZAGO,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques,VALOR_CATASTRAL_MAX,abandono_alto
2603000016855,0.0,0.0,0.0,0.008,0.014925,0.0,0.87,0.1756,0.87,269.0,272.0,204.0,370.0,11.22,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,0
260300001686A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0
2603000016874,0.348571,0.0,0.0,0.017143,0.2,0.068571,1.33,0.392857,1.33,38.0,58.0,22.0,131.0,8.22,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0
2603000016893,0.266667,0.0,0.0,0.0,0.177778,0.155556,1.31,0.318334,1.31,8.0,16.0,6.0,42.0,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016906,0.098214,0.116071,0.0,0.035714,0.196429,0.116071,1.11,0.27875,1.11,27.0,68.0,26.0,104.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0
2603000016910,0.0066555,0.0,0.005277,0.009235,0.01847,0.0,1.25,0.320746,1.25,451.0,394.0,211.0,745.0,9.92,0.0,1.0,0.0,0.0,0.0,0.0,2098.0,0
2603000016925,0.0,0.0,0.0,0.0,0.014925,0.0,0.82,0.136667,0.82,463.0,451.0,423.0,497.0,13.33,0.0,2.0,0.0,0.0,0.0,0.0,2913.0,0
260300001693A,0.004444,0.0,0.0,0.0,0.014925,0.0,0.78,0.156889,0.78,622.0,617.0,567.0,702.0,13.22,0.0,0.0,0.0,0.0,0.0,0.0,2913.0,0
2603000016944,0.0,0.0,0.0,0.0,0.010671,0.0,0.93,0.188134,0.93,532.0,534.0,418.0,704.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016959,0.0066555,0.0,0.0,0.0,0.0,0.0,0.75,0.1875,0.75,594.0,610.0,549.0,649.0,14.43,1.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000016963,0.004785,0.0,0.0,0.0,0.014925,0.0,0.73,0.122464,0.73,1081.0,1057.0,1004.0,1115.0,14.47,0.0,1.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016978,0.008475,0.0,0.0,0.0,0.014925,0.0,0.72,0.121412,0.72,398.0,401.0,391.0,421.0,14.53,0.0,1.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016982,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.71,0.1775,0.71,717.0,700.0,668.0,739.0,14.37,5.0,0.0,0.0,0.0,0.0,0.0,2830.0,0
2603000016997,0.0066555,0.0,0.0,0.0,0.0,0.0,0.57,0.095,0.57,162.0,162.0,152.0,162.0,15.09,3.0,1.0,1.0,0.0,0.0,0.0,5134.0,0
2603000017001,0.149171,0.038674,0.016575,0.016575,0.265193,0.022099,1.4,0.272612,1.4,122.0,80.0,29.0,155.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,833.0,1
2603000017016,0.0066555,0.0,0.0,0.0,0.145833,0.0,1.23,0.687916,1.23,20.0,26.0,8.0,46.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0
2603000017020,0.0066555,0.0,0.0,0.005405,0.014925,0.0,0.93,0.233851,0.93,381.0,350.0,242.0,560.0,10.46,0.0,1.0,0.0,0.0,0.0,0.0,1324.0,0
2603000017035,0.0,0.0,0.0,0.0,0.014925,0.0,1.11,0.185,1.11,126.0,111.0,65.0,194.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,1
260300001704A,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16,0.8,336.0,342.0,284.0,400.0,12.91,0.0,1.0,0.0,0.0,0.0,0.0,1548.0,0
2603000017054,0.0066555,0.0,0.0,0.0,0.0,0.0,0.79,0.131667,0.79,387.0,395.0,338.0,457.0,12.76,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1
2603000017069,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.094286,0.66,145.0,144.0,142.0,145.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,4944.0,0
2603000017073,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.147143,1.03,223.0,7.0,0.0,10.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000017088,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.115714,0.81,46.0,46.0,46.0,47.0,14.39,0.0,0.0,0.0,0.0,0.0,0.0,1744.0,0
2603000017092,0.0066555,0.0,0.0,0.0,0.014925,0.0,1.15,0.383333,1.15,43.0,39.0,24.0,68.0,9.74,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,0
2603000017105,0.0066555,0.0,0.0,0.0,0.0,0.0,1.08,0.27,1.08,18.0,11.0,10.0,19.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,1
260300001711A,0.126984,0.0,0.0,0.0,0.142857,0.0,1.26,0.38246,1.26,7.0,38.0,9.0,60.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000017124,0.145833,0.166667,0.0,0.0,0.333333,0.229167,1.33,0.3675,1.33,11.0,27.0,11.0,41.0,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000017139,0.0066555,0.0,0.0,0.0,0.014925,0.375,0.77,0.381667,0.77,223.0,4.0,159.0,6.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017143,0.0066555,0.153846,0.0,0.0,0.179487,0.153846,1.49,0.395436,1.49,11.0,17.0,7.0,38.0,8.99,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,1
2603000017158,0.0066555,0.0,0.0,0.0,0.02765,0.0,1.16,0.197942,1.16,162.0,158.0,121.0,220.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0
2603000017162,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.118571,0.83,146.0,147.0,130.0,162.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,0
2603000017177,0.0,0.0,0.0,0.0,0.014925,0.0,0.73,0.121667,0.73,706.0,710.0,646.0,768.0,14.32,0.0,0.0,0.0,0.0,0.0,0.0,3119.0,0
2603000017181,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.074286,0.52,80.0,80.0,77.0,83.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5134.0,0
2603000017196,0.0,0.0,0.0,0.0,0.014925,0.0,0.97,0.161667,0.97,116.0,110.0,75.0,176.0,10.49,0.0,0.0,0.0,0.0,0.0,0.0,2856.0,0
2603000017209,0.04491,0.0,0.017964,0.0,0.083832,0.01497,1.07,0.246335,1.07,221.0,238.0,169.0,333.0,10.81,0.0,1.0,0.0,0.0,0.0,0.0,2151.0,0
2603000017213,0.061224,0.02449,0.012245,0.012245,0.17551,0.04898,1.41,0.249242,1.41,46.0,99.0,52.0,227.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,906.0,0
2603000017228,0.0066555,0.0,0.0,0.015464,0.010309,0.0,1.12,0.229155,1.12,195.0,149.0,103.0,360.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,1324.0,0
2603000017232,0.0066555,0.0,0.003937,0.007874,0.014925,0.0,1.13,0.228362,1.13,470.0,385.0,232.0,714.0,9.73,2.0,1.0,0.0,0.0,0.0,0.0,1357.0,0
2603000017247,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.58,162.0,161.0,148.0,172.0,14.04,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,1
2603000017251,0.0,0.0,0.0,0.0,0.022222,0.0,1.09,0.222444,1.09,133.0,121.0,66.0,213.0,9.94,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,0
2603000017266,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.104286,0.73,21.0,22.0,17.0,24.0,14.14,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,0
2603000017270,0.0066555,0.0,0.0,0.0,0.044025,0.0,0.8,0.168805,0.8,118.0,139.0,111.0,165.0,12.72,0.0,0.0,0.0,0.0,0.0,0.0,6415.0,1
2603000017285,0.033708,0.0,0.0,0.0,0.0,0.0,0.68,0.101958,0.68,90.0,88.0,84.0,91.0,14.94,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,0
260300001729A,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.075714,0.53,86.0,89.0,77.0,94.0,14.26,0.0,0.0,0.0,0.0,0.0,0.0,5725.0,0
2603000017302,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.58,87.0,87.0,81.0,87.0,14.63,0.0,0.0,0.0,0.0,0.0,0.0,4082.0,0
2603000017317,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.111429,0.78,254.0,250.0,232.0,270.0,14.26,0.0,0.0,0.0,0.0,0.0,0.0,2458.0,0
2603000017321,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1439.0,0
2603000017336,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.162,0.81,147.0,144.0,124.0,166.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0
2603000017340,0.0,0.0,0.0,0.0,0.014925,0.0,1.17,0.195,1.17,44.0,45.0,33.0,79.0,9.72,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,0
2603000017355,0.002844,0.0,0.002844,0.007583,0.014925,0.0,1.01,0.204654,1.01,697.0,643.0,433.0,1023.0,10.48,0.0,1.0,0.0,0.0,0.0,0.0,3465.0,0
260300001736A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,1.0,0.0,0.0,0.0,0.0,1297.0,0
2603000017374,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017389,0.008032,0.0,0.0,0.0,0.00241,0.0,0.97,0.140063,0.97,956.0,935.0,594.0,1267.0,11.52,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0
2603000017393,0.109091,0.0,0.0,0.0,0.254545,0.090909,1.26,0.342909,1.26,6.0,26.0,5.0,54.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017406,0.347826,0.0,0.0,0.0,0.217391,0.73913,1.46,0.552869,1.46,5.0,11.0,7.0,25.0,6.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000017410,0.142857,0.0,0.0,0.0,0.214286,0.178571,1.24,0.355143,1.24,6.0,24.0,6.0,27.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000017425,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.58,0.193333,0.58,223.0,3.0,159.0,309.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
260300001743A,0.0,0.0,0.0,0.0,0.014925,0.0,1.6,0.32,1.6,18.0,18.0,12.0,33.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,0
2603000017444,0.008086,0.0,0.0,0.0,0.06469,0.0,1.16,0.246555,1.16,500.0,448.0,320.0,752.0,10.31,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0
2603000017459,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,9385.0,0
2603000017463,0.010772,0.0,0.0,0.0,0.0,0.0,0.57,0.082967,0.57,652.0,644.0,633.0,652.0,14.62,7.0,2.0,0.0,0.0,0.0,0.0,5134.0,0
2603000017478,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.077143,0.54,139.0,140.0,123.0,141.0,15.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2603000017482,0.0066555,0.0,0.0,0.0,0.0,0.0,0.65,0.13,0.65,436.0,438.0,393.0,457.0,15.49,0.0,1.0,0.0,0.0,0.0,0.0,1292.0,0
2603000017497,0.0,0.0,0.0,0.0,0.014925,0.0,0.99,0.165,0.99,65.0,77.0,49.0,103.0,10.44,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,0
260300001750A,0.002626,0.0,0.0,0.0,0.003283,0.0,0.85,0.122273,0.85,1303.0,1282.0,1062.0,1566.0,12.53,2.0,3.0,0.0,0.0,0.0,0.0,2191.0,0
2603000017514,0.0,0.0,0.0,0.0,0.009554,0.0,1.13,0.189926,1.13,188.0,237.0,156.0,333.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0
2603000017529,0.005006,0.0,0.0,0.0,0.014925,0.0,0.78,0.157001,0.78,726.0,758.0,624.0,830.0,13.41,0.0,0.0,1.0,0.0,0.0,0.0,2447.0,0
2603000017548,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.081429,0.57,24.0,27.0,22.0,27.0,15.72,0.0,1.0,0.0,0.0,0.0,0.0,4235.0,0
2603000017552,0.0,0.0,0.0,0.0,0.014925,0.0,1.32,0.22,1.32,10.0,4.0,3.0,13.0,10.61,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,0
2603000017567,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.158571,1.11,74.0,66.0,40.0,113.0,10.39,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,0
2603000017571,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.105714,0.74,25.0,29.0,24.0,32.0,13.51,0.0,0.0,0.0,0.0,0.0,0.0,1957.0,1
2603000017586,0.0066555,0.0,0.0,0.0,0.0,0.0,1.14,0.228,1.14,38.0,46.0,23.0,71.0,9.94,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,0
2603000017603,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.178571,1.25,34.0,38.0,16.0,50.0,10.23,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,0
2603000017618,0.214286,0.0,0.0,0.0,0.357143,0.0,1.42,0.331905,1.42,4.0,10.0,4.0,12.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000017622,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017637,0.0,0.0,0.0,0.0,0.014925,0.0,1.44,0.24,1.44,30.0,36.0,18.0,75.0,9.56,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0
2603000017641,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.238571,1.67,32.0,28.0,17.0,50.0,9.34,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0
2603000017656,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.12,0.72,161.0,155.0,150.0,174.0,14.11,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000017660,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.107143,0.75,152.0,152.0,143.0,154.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000017675,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.105714,0.74,96.0,96.0,91.0,98.0,14.69,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
260300001768A,0.0066555,0.0,0.0,0.0,0.0,0.0,0.71,0.118333,0.71,36.0,40.0,38.0,40.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000017694,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.048571,0.34,3.0,3.0,3.0,3.0,14.6,0.0,0.0,1.0,0.0,0.0,0.0,5135.0,1
2603000017707,0.0066555,0.0,0.0,0.0,0.0,0.0,0.59,0.098333,0.59,396.0,396.0,383.0,397.0,15.08,0.0,3.0,1.0,0.0,0.0,0.0,5172.0,0
2603000017711,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.097143,0.68,236.0,236.0,205.0,252.0,14.31,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,0
2603000017726,0.0,0.0,0.0,0.0,0.014925,0.0,1.13,0.2825,1.13,45.0,65.0,48.0,115.0,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017798,0.0066555,0.0,0.0,0.011765,0.0,0.0,1.02,0.206353,1.02,216.0,172.0,93.0,327.0,9.48,0.0,1.0,0.0,0.0,0.0,0.0,1570.0,0
2603000017800,0.0066555,0.0,0.008631,0.011097,0.01233,0.0,1.2,0.246412,1.2,217.0,292.0,184.0,727.0,9.22,2.0,0.0,0.0,0.0,0.0,0.0,1308.0,0
2603000017815,0.0066555,0.0,0.0,0.0,0.0,0.0,0.95,0.2375,0.95,418.0,457.0,312.0,572.0,11.98,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,0
260300001782A,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.157143,1.1,34.0,27.0,28.0,39.0,11.87,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,0
2603000017834,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.58,110.0,108.0,107.0,111.0,14.46,1.0,1.0,0.0,0.0,0.0,0.0,5258.0,1
2603000017849,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.084286,0.59,6.0,6.0,6.0,6.0,16.38,1.0,0.0,0.0,0.0,0.0,0.0,5314.0,0
2603000017853,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.074286,0.52,10.0,11.0,10.0,11.0,15.33,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,1
2603000017868,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.84,208.0,164.0,114.0,267.0,10.79,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0
2603000017872,0.0,0.0,0.0,0.0,0.014925,0.0,0.99,0.165,0.99,279.0,231.0,161.0,423.0,10.58,0.0,1.0,0.0,0.0,0.0,0.0,1295.0,0
2603000017887,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.158571,1.11,158.0,145.0,90.0,200.0,10.31,0.0,1.0,0.0,0.0,0.0,0.0,1297.0,0
2603000017891,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017904,0.00404,0.0,0.0,0.0,0.014925,0.0,0.98,0.196808,0.98,820.0,737.0,483.0,1026.0,11.59,0.0,2.0,1.0,0.0,0.0,0.0,1867.0,1
2603000017919,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000017923,0.0066555,0.0,0.0,0.0,0.014925,0.0,1.08,0.36,1.08,764.0,641.0,472.0,1098.0,10.33,0.0,1.0,0.0,0.0,0.0,0.0,1221.0,0
2603000017938,0.010256,0.0,0.0,0.023077,0.046154,0.0,1.26,0.223248,1.26,191.0,209.0,131.0,376.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,1
2603000017942,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,0
2603000017957,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.84,167.0,169.0,156.0,172.0,14.63,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,0
2603000017961,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.121429,0.85,11.0,12.0,12.0,14.0,14.82,0.0,1.0,0.0,0.0,0.0,0.0,2830.0,1
2603000017976,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.115714,0.81,28.0,24.0,25.0,31.0,14.06,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000017980,0.022727,0.0,0.0,0.0,0.014925,0.0,0.75,0.128788,0.75,226.0,225.0,219.0,246.0,14.53,0.0,3.0,0.0,0.0,0.0,0.0,2180.0,0
2603000017995,0.0066555,0.0,0.0,0.0,0.0,0.0,0.79,0.131667,0.79,49.0,50.0,50.0,51.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
260300001800A,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.09,0.63,63.0,63.0,62.0,65.0,14.73,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000018014,0.006887,0.0,0.0,0.0,0.0,0.0,0.61,0.088127,0.61,833.0,822.0,788.0,843.0,15.43,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,0
2603000018029,0.004129,0.0,0.004955,0.00578,0.10322,0.0,1.27,0.198298,1.27,805.0,567.0,353.0,1130.0,9.43,3.0,1.0,0.0,0.0,0.0,0.0,1123.0,0
2603000018033,0.002215,0.0,0.003322,0.007752,0.002769,0.0,1.21,0.204343,1.21,950.0,663.0,439.0,1656.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,1123.0,0
2603000018048,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.76,0.152,0.76,363.0,378.0,303.0,451.0,12.73,0.0,3.0,0.0,0.0,0.0,0.0,1690.0,0
2603000018052,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.81,0.162,0.81,516.0,599.0,430.0,703.0,12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000018067,0.0066555,0.0,0.0,0.0,0.0,0.0,0.73,0.121667,0.73,495.0,520.0,440.0,551.0,13.67,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,0
2603000018071,0.0066555,0.0,0.0,0.0,0.0,0.0,0.63,0.105,0.63,376.0,374.0,351.0,390.0,14.71,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0
2603000018090,0.0066555,0.0,0.0,0.0,0.0,0.0,0.78,0.13,0.78,153.0,203.0,135.0,225.0,12.61,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,1
2603000018103,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0
2603000018118,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0
2603000018122,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.155714,1.09,65.0,55.0,46.0,100.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,0
2603000018137,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.77,0.154,0.77,750.0,777.0,620.0,863.0,13.48,0.0,0.0,0.0,0.0,0.0,0.0,2856.0,0
2603000018141,0.0066555,0.0,0.0,0.0,0.121951,0.0,1.37,0.29839,1.37,69.0,66.0,40.0,122.0,9.43,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0
2603000018211,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.077143,0.54,216.0,213.0,203.0,216.0,15.22,0.0,0.0,0.0,0.0,0.0,0.0,2856.0,0
2603000018226,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0
2603000018230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142857,1.0,5.0,3.0,159.0,7.0,9.17,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,0
2603000018245,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,0
260300001825A,0.01006,0.0,0.0,0.0,0.0,0.0,1.13,0.228012,1.13,228.0,239.0,138.0,478.0,9.39,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,0
2603000018264,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.16,1.12,28.0,20.0,13.0,42.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,1
2603000018279,0.003122,0.0,0.009365,0.01873,0.014925,0.0,1.25,0.213536,1.25,286.0,358.0,143.0,849.0,8.88,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,1
2603000018283,0.0,0.0,0.0,0.004367,0.0,0.0,1.11,0.159195,1.11,415.0,422.0,279.0,672.0,10.42,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,0
2603000018298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142857,1.0,115.0,97.0,65.0,159.0,11.43,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,0
2603000018300,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.102857,0.72,130.0,130.0,122.0,140.0,14.64,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,0
2603000018315,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.067143,0.47,30.0,30.0,28.0,31.0,14.09,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,1
260300001832A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,0
2603000018334,0.019481,0.0,0.0,0.0,0.0,0.0,0.53,0.078497,0.53,159.0,166.0,144.0,169.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,0
2603000018349,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,0
2603000018353,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000018368,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000018372,0.0,0.0,0.75,0.0,0.75,0.0,1.4,0.414286,1.4,0.0,3.0,0.0,309.0,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000018387,0.4,0.4,0.0,0.0,0.6,0.6,1.37,0.561667,1.37,223.0,7.0,0.0,7.0,8.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
